restaurant_id,restaurant_name,cuisine_type,city,locality,average_cost_for_two,rating,votes,delivery_time_min,discount_percent,menu_items_count,monthly_orders,review_count,distance_km,establishment_year,order_type
100223,Goan Getaway,South Indian,Bangalore,Gachibowli,392,5.0,42994,31,0,73,2446,21113,20.75,2015,Delivery
100224,Curry Leaf,Seafood,Lucknow,Powai,1846,3.1,4959,26,25,141,12334,2284,17.43,2013,Delivery
100225,Roti Republic,Fast Food,Surat,Koramangala,531,4.2,30054,60,0,146,6566,7142,24.21,2003,Delivery
100226,Naan Stop,Fast Food,Indore,Malad,1533,3.6,8568,87,30,97,14699,798,1.34,2019,Dine-In
100227,Tandoor Palace,Desserts,Indore,Andheri,1957,3.4,28046,40,0,176,4995,5214,21.89,2007,Dine-In
100228,Pav Bhaji Hub,Fast Food,Chennai,Connaught Place,1673,4.0,42537,36,0,111,10299,20026,18.2,2004,Delivery
100229,Pav Bhaji Hub,South Indian,Kanpur,Indiranagar,154,2.6,5117,31,50,67,8560,3650,0.43,2011,Dine-In
100230,Tamil Tadka,Mughlai,Kanpur,Juhu,2106,2.2,25114,26,0,36,5183,12049,22.05,1998,Delivery
100231,Chettinad Kitchen,Cafe,Nagpur,Juhu,735,2.2,36925,16,50,176,2738,28847,8.91,2003,Takeaway
100232,Idli Express,Chinese,Bhopal,Gachibowli,1962,4.6,5691,27,0,41,9709,3150,8.92,2017,Delivery
100233,The Coastal Cafe,Chinese,Hyderabad,Powai,495,2.7,39397,51,0,178,14399,19773,5.3,2022,Dine-In
100234,Idli Express,Mughlai,Chennai,Bandra,1130,3.5,7398,45,30,173,9780,586,13.3,1990,Delivery
100235,Kerala Kitchen,Fast Food,Bangalore,Adyar,2478,3.3,35816,37,30,28,323,4430,0.54,2003,Dine-In
100236,Kerala Kitchen,North Indian,Nagpur,Adyar,2225,2.9,46712,79,25,118,11548,26368,2.24,1999,Delivery
100237,Punjab Grill,Continental,Delhi,Navrangpura,982,4.9,10192,83,20,110,9658,1088,7.89,2017,Takeaway
100238,Tamil Tadka,Italian,Mumbai,HSR Layout,503,4.8,7611,73,50,165,951,2538,16.72,2001,Dine-In
100239,Spice Garden,Mexican,Bangalore,Koramangala,821,3.5,22731,81,40,194,4297,5476,9.42,2007,Takeaway
100240,Andhra Meals,South Indian,Nagpur,Koramangala,1522,4.4,17834,82,0,77,11720,2530,12.5,2022,Delivery
100241,The Biryani House,Biryani,Indore,Gomti Nagar,833,3.1,16729,28,50,182,11892,3784,5.86,2022,Dine-In
100242,The Biryani House,Cafe,Indore,Koramangala,1151,2.1,23863,64,0,55,14099,1163,13.91,2016,Dine-In
100243,Royal Feast,Italian,Pune,Salt Lake,1261,4.5,37466,62,0,138,11081,3456,4.65,2023,Dine-In
100244,Chai & Chaat,South Indian,Bhopal,Hitech City,1306,4.3,20371,56,0,151,7533,266,9.35,2008,Takeaway
100245,The Coastal Cafe,Continental,Kanpur,Hazratganj,1143,3.4,38787,78,10,197,14802,35824,19.06,2005,Dine-In
100246,Spice Garden,Desserts,Pune,Koramangala,1104,3.6,41687,16,20,10,12484,24664,21.26,2009,Dine-In
100247,The Food Court,Street Food,Hyderabad,Gachibowli,2165,4.9,9340,50,0,21,3842,8520,10.44,2013,Delivery
100248,Idli Express,South Indian,Surat,Indiranagar,2220,2.4,25854,24,50,155,1070,14258,16.63,1998,Dine-In
100249,Desi Dhaba,Continental,Indore,Salt Lake,1759,4.1,48202,56,20,125,4505,15314,2.05,2002,Dine-In
100250,Chettinad Kitchen,Mediterranean,Surat,Indiranagar,786,2.3,29472,74,20,114,2028,17566,9.09,2003,Delivery
100251,Desi Dhaba,Biryani,Chennai,Indiranagar,520,2.5,44971,53,50,20,3572,21487,3.88,2005,Delivery
100252,Chai & Chaat,Street Food,Mumbai,Malad,1215,4.5,11404,18,25,125,9158,9018,6.4,2019,Dine-In
100253,The Coastal Cafe,Mediterranean,Bangalore,Indiranagar,198,2.2,14577,31,10,112,6148,11249,15.83,1995,Takeaway
100254,Zaiqa,Continental,Bhopal,Connaught Place,239,5.0,12969,71,0,33,14878,5437,3.24,2019,Dine-In
100255,Masala Zone,Desserts,Surat,Gachibowli,1767,3.5,25092,69,0,100,3567,6137,7.02,2018,Dine-In
100256,The Biryani House,Seafood,Surat,Hazratganj,1156,3.9,32705,67,40,132,1049,2879,7.14,1998,Delivery
100257,The Food Court,Thai,Bhopal,Navrangpura,1170,3.9,35639,17,25,192,5933,31441,13.7,2021,Delivery
100258,Kerala Kitchen,Seafood,Jaipur,Salt Lake,1740,2.8,1718,55,50,66,530,1665,19.51,1993,Delivery
100259,Mango Lassi,Fast Food,Nagpur,Gomti Nagar,1103,4.9,6572,46,10,78,8793,6486,22.95,1993,Dine-In
100260,Zaiqa,Cafe,Nagpur,Adyar,1603,4.8,11394,37,10,161,5260,5883,22.87,1991,Takeaway
100261,Dosa Delight,Fast Food,Surat,Gomti Nagar,732,3.7,12346,78,40,89,2926,8040,1.14,1993,Dine-In
100262,Flavours of India,Italian,Mumbai,Navrangpura,2107,2.0,40257,40,0,97,11796,11635,22.99,2010,Dine-In
100263,Spice Garden,Chinese,Surat,Juhu,604,4.5,23923,24,20,190,10898,12967,14.73,2011,Delivery
100264,Royal Feast,Chinese,Bangalore,Gachibowli,2145,3.9,11426,86,50,101,3707,10909,14.81,2001,Delivery
100265,Desi Dhaba,Mexican,Kanpur,Malad,671,2.5,127,88,25,155,580,28,15.14,2004,Takeaway
100266,Zaiqa,South Indian,Bhopal,Vastrapur,726,3.0,5109,45,20,91,2800,731,20.58,2011,Delivery
100267,Spice Garden,Continental,Hyderabad,HSR Layout,427,3.1,7090,15,0,108,7229,6006,10.61,2000,Delivery
100268,Roti Republic,Desserts,Pune,Anna Nagar,2386,3.1,31433,88,10,51,7443,2420,20.02,1992,Delivery
100269,Spice Garden,Fast Food,Chennai,Indiranagar,453,3.0,24616,35,0,150,14764,3055,8.58,2020,Takeaway
100270,Spice Garden,Mughlai,Lucknow,Andheri,1928,2.5,6646,57,10,58,6755,5716,13.94,2006,Takeaway
100271,Desi Dhaba,Continental,Hyderabad,Indiranagar,353,3.2,36032,77,0,23,5961,255,10.8,2008,Takeaway
100272,Pav Bhaji Hub,Seafood,Ahmedabad,Whitefield,547,2.1,11205,52,0,131,13874,1897,7.85,2015,Delivery
100273,Roti Republic,Desserts,Lucknow,Powai,523,3.9,25406,38,20,107,6102,6118,11.26,2006,Delivery
100274,Street Spice,Continental,Hyderabad,Powai,2461,2.2,49308,27,0,181,5682,35489,10.47,2004,Takeaway
100275,The Biryani House,Cafe,Pune,Navrangpura,1864,4.9,45037,75,50,70,7853,19590,2.16,1992,Takeaway
100276,Zaiqa,Desserts,Jaipur,Gomti Nagar,753,2.4,49633,72,0,52,3521,12635,3.33,2017,Dine-In
100277,South Indian Hut,Mughlai,Hyderabad,Juhu,1206,3.0,47661,23,0,109,9165,26046,13.89,2007,Takeaway
100278,Street Spice,Desserts,Indore,Koramangala,2290,4.3,7384,68,0,47,9333,4821,14.65,1996,Dine-In
100279,Zaiqa,Mediterranean,Delhi,Malad,2343,4.6,26938,48,25,177,8005,18749,15.3,1992,Dine-In
100280,Naan Stop,Mughlai,Bangalore,Hazratganj,1795,2.1,21734,45,0,200,7835,8805,22.45,1991,Delivery
100281,Goan Getaway,Mediterranean,Chennai,Malad,1298,4.5,45635,27,10,44,4973,29044,19.4,2010,Delivery
100282,Idli Express,Mughlai,Surat,Connaught Place,919,3.3,26694,77,40,105,13501,1846,12.98,2000,Dine-In
100283,Desi Dhaba,Mexican,Jaipur,Adyar,705,4.3,34369,87,0,54,3208,13159,20.96,2005,Dine-In
100284,Street Spice,North Indian,Bhopal,Anna Nagar,965,2.8,30433,79,25,172,2079,22325,0.96,2013,Delivery
100285,Flavours of India,Biryani,Bangalore,Vastrapur,2408,3.0,10726,48,0,82,499,6338,1.43,2003,Dine-In
100286,Pav Bhaji Hub,Italian,Lucknow,Whitefield,1252,4.0,33648,17,0,131,14984,8676,16.25,1990,Dine-In
100287,Naan Stop,Seafood,Nagpur,Malad,1277,3.3,24682,59,30,74,3625,15297,7.69,2023,Takeaway
100288,Chai & Chaat,Seafood,Delhi,Koramangala,2245,5.0,24535,86,50,165,4681,9785,17.17,2020,Dine-In
100289,Royal Feast,Continental,Lucknow,Salt Lake,1284,2.8,46612,53,10,48,8525,15753,22.51,2015,Takeaway
100290,Royal Feast,Thai,Bangalore,Koramangala,2187,5.0,17011,68,25,109,12120,1162,14.66,2002,Delivery
100291,Idli Express,Mexican,Hyderabad,Civil Lines,2098,4.7,44041,60,40,86,13901,11145,21.05,2001,Delivery
100292,Tandoor Palace,Biryani,Bangalore,Powai,2439,4.3,12007,57,0,66,5870,3664,18.66,2009,Delivery
100293,The Coastal Cafe,Desserts,Kolkata,Anna Nagar,1217,3.8,30403,30,30,23,14244,20792,14.67,1994,Delivery
100294,Andhra Meals,Italian,Jaipur,Indiranagar,1713,3.6,27083,21,0,45,3331,11233,10.35,2019,Dine-In
100295,Royal Feast,Cafe,Kanpur,Andheri,481,3.5,41365,37,20,172,1000,313,11.41,2003,Dine-In
100296,Zaiqa,Mediterranean,Bangalore,Vastrapur,510,2.4,28433,69,25,119,7871,12565,0.32,2002,Takeaway
100297,Mumbai Bites,North Indian,Bhopal,Salt Lake,2325,2.6,44361,15,10,67,11412,22572,7.94,1996,Delivery
100298,Mango Lassi,Seafood,Chennai,Andheri,417,4.5,19552,52,30,196,8574,19546,13.2,2017,Takeaway
100299,Curry Leaf,Fast Food,Bhopal,Vastrapur,1621,4.3,10815,66,0,68,3725,2154,5.44,1991,Takeaway
100300,Mango Lassi,Chinese,Delhi,Anna Nagar,303,3.1,41974,47,40,169,846,38928,24.87,1996,Takeaway
100301,Goan Getaway,North Indian,Mumbai,Indiranagar,1857,3.3,8109,85,15,131,11549,1259,5.3,1990,Delivery
100302,Kebab Corner,Thai,Delhi,Navrangpura,1255,3.9,45932,32,25,36,8431,40486,3.12,1997,Dine-In
100303,Roti Republic,Italian,Surat,Whitefield,1227,4.5,13226,60,25,85,2677,650,13.79,2003,Takeaway
100304,Kerala Kitchen,Biryani,Kolkata,HSR Layout,161,2.0,5842,29,50,181,8145,1226,23.75,2022,Dine-In
100305,Idli Express,Mexican,Delhi,Powai,1096,3.4,19410,48,30,22,1685,5729,21.88,2008,Delivery
100306,The Coastal Cafe,Thai,Kolkata,Gachibowli,624,2.3,49699,20,0,45,10918,42419,4.43,2012,Delivery
100307,Flavours of India,Continental,Bhopal,Connaught Place,1676,4.4,11994,29,25,112,7529,4458,20.93,2020,Delivery
100308,Pav Bhaji Hub,Desserts,Nagpur,Andheri,613,2.4,47616,22,0,36,6866,38720,12.17,2018,Dine-In
100309,Flavours of India,Mughlai,Nagpur,Anna Nagar,268,4.6,47672,31,30,134,1900,26958,11.13,1994,Delivery
100310,Pav Bhaji Hub,Fast Food,Mumbai,Navrangpura,2464,2.7,43908,58,40,143,11326,40521,2.56,2005,Delivery
100311,Mumbai Bites,Thai,Lucknow,Adyar,758,4.5,36601,21,0,174,2621,33137,21.25,2021,Dine-In
100312,Punjab Grill,Mediterranean,Ahmedabad,Salt Lake,1136,3.0,18239,21,40,67,9069,12412,10.2,2005,Dine-In
100313,Street Spice,Biryani,Nagpur,Gomti Nagar,1985,2.3,32676,72,20,40,8198,24424,16.4,1996,Delivery
100314,Kebab Corner,North Indian,Jaipur,Civil Lines,150,4.5,39607,53,40,153,3439,29903,23.77,2013,Dine-In
100315,Goan Getaway,Italian,Indore,Hitech City,1509,3.7,40626,75,20,193,7464,7477,2.62,2004,Dine-In
100316,Royal Feast,Fast Food,Indore,Malad,2393,3.6,46022,28,0,52,8117,9209,20.58,2016,Dine-In
100317,Naan Stop,Seafood,Hyderabad,Whitefield,644,4.8,25758,42,30,58,11793,11078,2.87,2016,Dine-In
100318,Kerala Kitchen,Thai,Indore,Gomti Nagar,654,4.3,29534,73,50,139,2255,16350,0.31,1993,Takeaway
100319,Kerala Kitchen,Mughlai,Indore,Gomti Nagar,2128,4.8,11623,89,0,197,13406,2108,2.77,2010,Takeaway
100320,Andhra Meals,Mughlai,Pune,Hazratganj,1166,2.8,22479,52,30,44,2313,13529,15.14,2022,Delivery
100321,Goan Getaway,Mexican,Jaipur,Salt Lake,2417,3.9,13175,41,50,192,4810,11254,8.76,1998,Takeaway
100322,Pav Bhaji Hub,Chinese,Jaipur,Civil Lines,1470,4.1,49868,60,40,132,9598,37402,23.58,2016,Takeaway
100323,Idli Express,Desserts,Indore,Civil Lines,1321,4.6,27691,16,40,37,464,12485,3.8,1993,Dine-In
100324,Naan Stop,Mediterranean,Nagpur,Andheri,1323,4.1,9606,22,15,62,12396,8871,1.0,2018,Dine-In
100325,Flavours of India,Cafe,Lucknow,Civil Lines,1068,4.2,36793,64,10,140,12900,18855,17.38,1993,Delivery
100326,Chai & Chaat,Mughlai,Nagpur,Salt Lake,2411,2.2,48747,47,10,168,14285,29041,20.78,2013,Takeaway
100327,The Thali Place,Mexican,Surat,Whitefield,942,2.9,11637,24,0,54,12093,8423,3.16,1992,Delivery
100328,Naan Stop,Street Food,Chennai,Juhu,809,3.8,16722,15,20,129,11677,5077,1.19,2010,Takeaway
100329,The Biryani House,Mediterranean,Bhopal,Hazratganj,1383,3.5,37540,85,20,28,12895,20836,13.23,2001,Takeaway
100330,Punjab Grill,Mediterranean,Jaipur,Andheri,1853,3.6,26448,26,20,66,14523,6996,16.65,2011,Delivery
100331,Desi Dhaba,Italian,Nagpur,Hazratganj,2322,3.4,36797,16,0,181,5718,29212,6.16,2005,Dine-In
100332,South Indian Hut,Desserts,Kolkata,Adyar,614,3.2,35414,51,0,142,13519,24578,12.95,2022,Delivery
100333,Roti Republic,North Indian,Chennai,Whitefield,1462,3.5,6298,36,40,146,170,5140,1.82,2003,Takeaway
100334,Kebab Corner,Cafe,Delhi,Whitefield,2352,4.5,48596,70,0,185,2569,1561,11.59,2011,Dine-In
100335,Punjab Grill,South Indian,Mumbai,Andheri,1181,3.7,37690,44,15,114,6407,29569,15.83,2017,Delivery
100336,Spice Garden,Mughlai,Lucknow,Indiranagar,2340,2.0,47214,23,50,21,11533,4762,9.07,2022,Dine-In
100337,Desi Dhaba,Mediterranean,Lucknow,Malad,504,2.8,28693,63,25,179,554,15536,4.08,2004,Dine-In
100338,Idli Express,Mughlai,Nagpur,Civil Lines,1358,4.9,9452,53,20,12,9118,9099,3.71,1992,Dine-In
100339,Zaiqa,Seafood,Pune,Civil Lines,2392,4.8,19978,41,20,64,6810,16800,3.73,2001,Dine-In
100340,Flavours of India,Cafe,Chennai,Whitefield,619,2.5,37188,21,40,128,10612,36027,2.01,1994,Delivery
100341,Tandoor Palace,Italian,Kanpur,Gomti Nagar,2145,4.9,23415,31,10,35,4721,20305,1.93,2002,Delivery
100342,Roti Republic,Biryani,Kolkata,Hazratganj,1402,4.1,9997,87,50,103,13283,5187,23.97,2000,Dine-In
100343,Royal Feast,Italian,Nagpur,HSR Layout,1936,2.8,23569,32,20,132,7633,14598,9.1,2009,Delivery
100344,The Thali Place,South Indian,Bangalore,Hazratganj,485,4.5,9185,83,10,77,12068,1257,18.24,1991,Takeaway
100345,Pav Bhaji Hub,North Indian,Indore,Gomti Nagar,1809,4.3,13953,19,40,76,8954,8847,11.91,1999,Delivery
100346,Chai & Chaat,Italian,Bhopal,Gomti Nagar,1341,2.4,32851,80,0,111,6011,699,16.63,2000,Takeaway
100347,Curry Leaf,Biryani,Bangalore,Andheri,2469,4.8,43225,33,30,101,712,14345,19.08,2004,Dine-In
100348,Naan Stop,Fast Food,Hyderabad,Bandra,996,3.6,23684,64,30,126,14493,1526,1.19,2010,Dine-In
100349,Dosa Delight,Street Food,Lucknow,Powai,1228,3.7,37376,37,25,177,6251,23945,14.77,1994,Takeaway
100350,Naan Stop,Mughlai,Bhopal,HSR Layout,2265,3.2,22622,77,30,164,158,16449,22.07,2018,Dine-In
100351,Saffron Kitchen,South Indian,Jaipur,Powai,1016,2.5,10322,61,50,193,13434,1943,16.6,2016,Delivery
100352,Idli Express,South Indian,Ahmedabad,Vastrapur,2112,2.6,10577,67,0,72,756,2100,14.42,2000,Dine-In
100353,Pav Bhaji Hub,Street Food,Mumbai,Gomti Nagar,751,2.2,16935,38,40,113,9869,615,21.99,2008,Dine-In
100354,The Food Court,Biryani,Surat,Vastrapur,2122,2.5,26930,33,50,56,10260,21620,12.87,2000,Takeaway
100355,South Indian Hut,Fast Food,Bhopal,Hitech City,431,2.7,25271,31,0,14,3365,17133,21.52,2022,Takeaway
100356,Kebab Corner,Cafe,Bangalore,Hazratganj,544,2.5,40298,19,40,138,12377,7706,2.51,1998,Takeaway
100357,The Thali Place,Cafe,Mumbai,Gachibowli,2288,3.3,2856,82,25,68,13194,1979,19.78,2014,Delivery
100358,Zaiqa,Mediterranean,Kanpur,Gomti Nagar,550,3.3,16690,76,10,31,4691,13395,6.59,1990,Takeaway
100359,Idli Express,Mediterranean,Mumbai,Gomti Nagar,2290,2.4,481,63,10,186,13227,166,10.34,1996,Dine-In
100360,Kebab Corner,Thai,Surat,Powai,1220,4.6,27768,87,20,166,4564,22307,10.06,2003,Delivery
100361,The Thali Place,Mediterranean,Jaipur,Vastrapur,882,3.1,36376,76,15,88,9514,22572,19.4,2015,Takeaway
100362,Curry Leaf,Cafe,Indore,Indiranagar,1091,3.3,45840,35,0,64,8378,26256,19.69,1993,Dine-In
100363,Chai & Chaat,Thai,Mumbai,Connaught Place,745,3.4,39347,70,0,26,4360,14538,9.4,1992,Takeaway
100364,Chai & Chaat,Desserts,Pune,Hazratganj,2284,2.9,39165,22,0,173,8149,28773,0.47,2023,Delivery
100365,The Food Court,North Indian,Nagpur,Hazratganj,2241,3.5,15192,36,0,102,3969,10736,0.21,2000,Dine-In
100366,Naan Stop,Mediterranean,Pune,Anna Nagar,1768,3.2,13137,81,0,198,11578,1129,23.0,2008,Takeaway
100367,Goan Getaway,Street Food,Bhopal,Gomti Nagar,1575,3.0,18131,43,50,59,7500,13241,14.46,2006,Dine-In
100368,Kebab Corner,Street Food,Delhi,Civil Lines,446,3.5,22290,29,40,75,14404,17631,20.37,2006,Takeaway
100369,Street Spice,Mughlai,Surat,Vastrapur,1146,4.3,30081,73,50,17,7946,3814,6.59,2014,Takeaway
100370,The Coastal Cafe,Italian,Lucknow,HSR Layout,1443,3.2,23150,81,40,12,11532,8634,6.36,1995,Delivery
100371,South Indian Hut,Mexican,Indore,Salt Lake,461,3.7,11707,75,20,100,3630,9404,6.87,2002,Delivery
100372,Idli Express,Italian,Hyderabad,HSR Layout,1237,2.6,13298,46,50,101,2605,12767,2.85,1995,Takeaway
100373,South Indian Hut,Biryani,Surat,Koramangala,2367,4.9,31617,62,50,90,8116,29434,24.64,2007,Delivery
100374,Masala Zone,Mediterranean,Bhopal,Navrangpura,1297,3.2,49173,88,0,23,8663,27738,12.06,1992,Takeaway
100375,Mumbai Bites,Mughlai,Indore,Andheri,2022,4.9,45770,81,30,90,11342,556,0.49,2003,Delivery
100376,Zaiqa,South Indian,Kolkata,Anna Nagar,1213,2.6,17236,45,15,130,10094,11247,9.27,2021,Delivery
100377,The Food Court,Mughlai,Kanpur,Anna Nagar,1645,4.6,18335,72,0,156,2198,7494,20.39,2007,Dine-In
100378,The Thali Place,Mughlai,Indore,Adyar,953,2.4,48411,34,30,12,2943,27629,12.59,2023,Takeaway
100379,Idli Express,Fast Food,Nagpur,Vastrapur,1378,2.8,37223,21,25,35,11363,10709,1.69,2006,Delivery
100380,Goan Getaway,Thai,Delhi,Hitech City,1520,2.8,23623,86,40,75,5688,654,10.41,2012,Takeaway
100381,Flavours of India,Italian,Surat,Gomti Nagar,2355,2.5,18662,60,20,182,8413,15979,19.41,2018,Dine-In
100382,Chai & Chaat,Seafood,Chennai,Hitech City,743,4.6,41991,58,25,171,10082,37467,10.24,1994,Dine-In
100383,Masala Zone,Fast Food,Hyderabad,Salt Lake,1447,4.0,46568,49,50,175,6529,17781,22.21,2013,Takeaway
100384,Zaiqa,Street Food,Ahmedabad,Gachibowli,835,2.6,1523,31,10,179,4172,1440,18.79,2003,Dine-In
100385,Chai & Chaat,South Indian,Delhi,Connaught Place,2088,3.6,1737,65,40,31,1752,542,15.53,1995,Takeaway
100386,Kerala Kitchen,Desserts,Pune,Malad,1089,2.7,18633,71,0,43,8680,5595,0.91,2012,Delivery
100387,Tamil Tadka,Biryani,Ahmedabad,Civil Lines,1265,3.6,8864,84,0,161,9840,7485,15.85,2017,Takeaway
100388,Pav Bhaji Hub,Thai,Jaipur,Malad,1572,3.4,14895,26,30,88,6042,6758,6.64,2009,Dine-In
100389,Spice Garden,Street Food,Indore,Juhu,1558,2.9,35078,16,30,132,4958,603,19.19,2008,Takeaway
100390,Saffron Kitchen,Mediterranean,Mumbai,Civil Lines,1680,2.6,36746,70,25,73,2725,25545,20.74,2004,Delivery
100391,Punjab Grill,Mughlai,Lucknow,HSR Layout,2266,4.3,40197,49,15,176,12222,34866,20.26,2016,Dine-In
100392,Tamil Tadka,South Indian,Bangalore,Juhu,1336,2.3,29851,72,15,189,10253,16126,4.86,1991,Dine-In
100393,The Biryani House,Street Food,Mumbai,Andheri,568,2.8,8204,71,0,69,1527,2473,0.57,2003,Delivery
100394,Kebab Corner,Continental,Nagpur,Vastrapur,1671,3.4,2089,57,0,47,968,1096,19.44,1994,Takeaway
100395,Roti Republic,Chinese,Hyderabad,Powai,1712,4.5,8002,46,25,123,4099,6047,24.86,2002,Delivery
100396,Idli Express,Mediterranean,Delhi,Navrangpura,1003,3.4,44669,54,20,50,10358,2769,18.67,2023,Dine-In
100397,Naan Stop,Biryani,Lucknow,Malad,963,3.1,3423,42,0,70,10419,1783,8.25,2000,Delivery
100398,Zaiqa,South Indian,Pune,HSR Layout,186,4.9,38091,75,50,49,6134,5869,6.37,2021,Dine-In
100399,South Indian Hut,Seafood,Kolkata,Bandra,394,3.1,10097,83,0,42,8042,3817,8.06,2012,Delivery
100400,Idli Express,Italian,Mumbai,Adyar,1617,4.2,16439,20,30,190,7218,9662,13.66,2021,Dine-In
100401,Zaiqa,Chinese,Jaipur,Anna Nagar,1475,4.2,18053,85,0,27,8752,5084,11.34,2006,Takeaway
100402,Mumbai Bites,Biryani,Mumbai,Navrangpura,1702,4.2,1236,61,50,71,5304,134,16.53,2014,Dine-In
100403,Mango Lassi,Thai,Ahmedabad,Civil Lines,781,3.8,21151,67,20,38,1627,17149,16.54,1992,Dine-In
100404,Masala Zone,Cafe,Mumbai,Whitefield,588,3.5,6481,19,50,174,13751,3188,16.52,2023,Takeaway
100405,Dosa Delight,Seafood,Chennai,Bandra,1650,2.7,47054,24,0,63,10793,32209,23.22,1995,Delivery
100406,The Coastal Cafe,Thai,Mumbai,Anna Nagar,2435,4.2,27269,62,0,167,4405,17339,1.21,1994,Delivery
100407,Punjab Grill,Italian,Jaipur,Indiranagar,564,4.2,34852,64,10,59,8671,16307,14.34,2001,Takeaway
100408,Idli Express,Street Food,Pune,Indiranagar,1616,4.0,46052,69,0,52,13033,11827,13.84,2022,Delivery
100409,South Indian Hut,Chinese,Jaipur,Hazratganj,1964,4.8,20663,85,20,105,6805,14114,20.69,2010,Takeaway
100410,Saffron Kitchen,Seafood,Jaipur,Whitefield,1686,4.3,48806,47,20,125,7381,26028,0.2,1992,Delivery
100411,Flavours of India,North Indian,Jaipur,Juhu,1386,2.0,14551,42,20,15,12690,13471,23.6,2007,Takeaway
100412,Mango Lassi,Street Food,Surat,Gomti Nagar,783,2.3,30180,60,0,45,4391,12033,22.26,2005,Dine-In
100413,Naan Stop,Mediterranean,Chennai,Connaught Place,2486,3.2,14259,24,20,133,2882,8004,20.68,1996,Takeaway
100414,Pav Bhaji Hub,Continental,Mumbai,Gomti Nagar,1712,2.2,3674,57,20,121,6874,3559,3.19,2004,Takeaway
100415,Pav Bhaji Hub,Cafe,Surat,Koramangala,1716,2.2,34375,20,20,148,9305,9807,8.31,2004,Dine-In
100416,The Biryani House,Thai,Kanpur,Adyar,1975,4.3,37709,79,0,66,7126,18996,19.7,1999,Dine-In
100417,Royal Feast,South Indian,Ahmedabad,Gomti Nagar,351,3.6,17216,25,25,138,7168,4277,19.1,2020,Takeaway
100418,The Food Court,Biryani,Pune,Gomti Nagar,953,3.7,48222,82,10,72,1223,17454,19.46,2010,Takeaway
100419,Kerala Kitchen,Seafood,Delhi,Indiranagar,1844,3.3,22836,39,20,98,9780,21481,0.8,2009,Dine-In
100420,Mumbai Bites,Seafood,Indore,Hitech City,747,3.3,15311,40,20,49,12464,11940,21.35,1997,Takeaway
100421,The Biryani House,Italian,Surat,Juhu,1328,2.0,45478,29,15,125,7769,1495,8.43,2003,Dine-In
100422,The Thali Place,Street Food,Nagpur,Powai,2397,3.4,47846,33,0,106,9601,43489,13.26,2006,Dine-In
100423,The Biryani House,Continental,Hyderabad,Hazratganj,1261,2.2,42920,16,0,109,10869,17785,16.64,2013,Dine-In
100424,Spice Garden,Continental,Indore,Adyar,1096,4.9,33337,27,20,134,14251,5773,4.82,2022,Delivery
100425,The Thali Place,Desserts,Kanpur,Koramangala,312,2.7,34705,54,20,135,6495,10294,0.66,2012,Delivery
100426,Pav Bhaji Hub,Continental,Hyderabad,Navrangpura,1279,4.4,41021,47,25,17,9142,18367,5.79,2011,Delivery
100427,South Indian Hut,Chinese,Delhi,Adyar,2282,4.9,40147,44,25,71,9436,10015,10.78,2009,Takeaway
100428,Royal Feast,Biryani,Jaipur,Juhu,996,4.0,38088,84,10,45,5112,34333,22.76,2017,Dine-In
100429,Pav Bhaji Hub,Desserts,Surat,Andheri,1450,2.2,34938,30,0,91,13804,9541,18.23,2010,Delivery
100430,Kebab Corner,Continental,Ahmedabad,Powai,772,4.3,7007,31,0,16,12541,5018,15.5,2004,Takeaway
100431,Saffron Kitchen,Italian,Lucknow,Koramangala,1621,2.2,31244,32,40,164,7730,23336,16.31,2001,Delivery
100432,Roti Republic,Biryani,Bangalore,Andheri,941,2.7,26787,16,15,115,3696,24330,16.85,2002,Dine-In
100433,Punjab Grill,Chinese,Bhopal,Hitech City,2156,4.1,29995,46,25,113,12767,1375,15.28,2014,Takeaway
100434,Royal Feast,Mughlai,Surat,Gomti Nagar,2346,3.6,46154,19,40,37,7449,29948,20.71,1992,Dine-In
100435,Mango Lassi,Street Food,Pune,Bandra,2434,3.2,41340,21,10,84,7251,26090,22.13,2008,Delivery
100436,Masala Zone,Mughlai,Chennai,Hazratganj,373,4.1,9331,74,30,33,11889,8207,3.01,1998,Delivery
100437,Kebab Corner,Fast Food,Ahmedabad,Koramangala,882,3.4,46713,40,30,33,4147,21243,17.35,2000,Takeaway
100438,Idli Express,South Indian,Delhi,Indiranagar,1990,3.9,5600,82,25,196,13010,4196,15.38,2000,Delivery
